week_start_date,season,month,season_week,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases,8_wk_rolling_mean,13_wk_rolling_mean
1996-04-22,1995/1996,Apr,52,2,0,0,0,4,1,7,6.75,6.230769230769231
1996-04-29,1996/1997,Apr,1,1,0,0,0,3,0,4,6.375,5.384615384615385
1996-05-06,1996/1997,May,2,0,0,0,1,5,0,6,6.25,5.538461538461538
1996-05-13,1996/1997,May,3,0,0,0,2,3,0,5,5.125,5.615384615384615
1996-05-20,1996/1997,May,4,0,0,0,0,2,0,2,4.25,5.538461538461538
1996-05-27,1996/1997,May,5,0,0,0,1,3,0,4,4.125,5.153846153846154
1996-06-03,1996/1997,Jun,6,0,0,0,0,2,0,2,4.375,5.153846153846154
1996-06-10,1996/1997,Jun,7,0,0,0,1,2,1,4,4.125,5.846153846153846
1996-06-17,1996/1997,Jun,8,3,1,0,0,2,0,6,4.25,6.230769230769231
1996-06-24,1996/1997,Jun,9,2,0,0,1,3,0,6,5.375,6.6923076923076925
1996-07-01,1996/1997,Jul,10,0,1,0,2,0,1,4,6.875,7.3076923076923075
1996-07-08,1996/1997,Jul,11,0,0,0,2,2,2,6,7.75,9.23076923076923
1996-07-15,1996/1997,Jul,12,1,2,0,1,5,2,11,8.75,10.538461538461538
1996-07-22,1996/1997,Jul,13,2,1,0,0,10,3,16,9.625,11.846153846153847
1996-07-29,1996/1997,Jul,14,1,0,0,2,5,1,9,12.25,12.846153846153847
1996-08-05,1996/1997,Aug,15,1,2,0,1,7,1,12,14.375,14.23076923076923
1996-08-12,1996/1997,Aug,16,1,2,0,0,7,3,13,16.0,15.846153846153847
1996-08-19,1996/1997,Aug,17,0,4,0,1,18,4,27,16.75,17.846153846153847
1996-08-26,1996/1997,Aug,18,1,0,0,2,13,5,21,17.75,19.615384615384617
1996-09-02,1996/1997,Sep,19,2,2,0,1,11,3,19,20.0,20.692307692307693
1996-09-09,1996/1997,Sep,20,1,1,0,0,13,2,17,22.25,22.153846153846153
1996-09-16,1996/1997,Sep,21,1,1,0,1,18,3,24,24.25,24.0
1996-09-23,1996/1997,Sep,22,2,0,0,1,16,8,27,24.0,25.384615384615383
1996-09-30,1996/1997,Sep,23,1,1,0,1,19,8,30,25.75,26.615384615384617
1996-10-07,1996/1997,Oct,24,0,1,0,1,21,6,29,27.5,26.923076923076923
1996-10-14,1996/1997,Oct,25,1,1,0,1,14,8,25,29.125,27.53846153846154
1996-10-21,1996/1997,Oct,26,0,0,0,2,23,10,35,29.75,27.76923076923077
1996-10-28,1996/1997,Oct,27,2,1,0,2,20,8,33,30.25,28.53846153846154
1996-11-04,1996/1997,Nov,28,1,3,0,0,21,5,30,30.125,28.53846153846154
1996-11-11,1996/1997,Nov,29,1,2,0,1,13,12,29,29.25,28.46153846153846
1996-11-18,1996/1997,Nov,30,3,0,0,3,15,10,31,29.5,28.384615384615383
1996-11-25,1996/1997,Nov,31,0,1,0,4,22,2,29,28.125,27.846153846153847
1996-12-02,1996/1997,Dec,32,0,4,0,4,11,3,22,27.25,28.46153846153846
1996-12-09,1996/1997,Dec,33,2,1,0,3,15,6,27,27.125,27.615384615384617
1996-12-16,1996/1997,Dec,34,1,1,0,3,15,4,24,26.25,27.384615384615383
1996-12-23,1996/1997,Dec,35,0,1,0,4,16,5,26,26.5,26.615384615384617
1997-01-01,1996/1997,Jan,36,2,1,0,1,19,6,29,25.875,25.692307692307693
1997-01-08,1996/1997,Jan,37,0,0,0,3,18,1,22,26.875,25.153846153846153
1997-01-15,1996/1997,Jan,38,0,0,0,2,26,5,33,26.0,25.076923076923077
1997-01-22,1996/1997,Jan,39,0,3,0,1,12,8,24,25.125,24.76923076923077
1997-01-29,1996/1997,Jan,40,0,2,0,0,19,9,30,24.875,23.692307692307693
1997-02-05,1996/1997,Feb,41,0,1,0,0,15,4,20,24.75,22.53846153846154
1997-02-12,1996/1997,Feb,42,2,1,0,0,9,5,17,24.25,21.615384615384617
1997-02-19,1996/1997,Feb,43,2,1,0,0,17,4,24,21.75,20.23076923076923
1997-02-26,1996/1997,Feb,44,0,1,0,4,16,7,28,19.875,19.384615384615383
1997-03-05,1996/1997,Mar,45,2,0,0,0,11,5,18,17.875,18.307692307692307
1997-03-12,1996/1997,Mar,46,0,0,0,1,9,3,13,16.75,17.23076923076923
1997-03-19,1996/1997,Mar,47,0,0,0,2,4,3,9,16.0,15.538461538461538
1997-03-26,1996/1997,Mar,48,0,0,0,1,12,1,14,15.375,14.615384615384615
1997-04-02,1996/1997,Apr,49,1,0,0,0,9,1,11,13.125,14.0
1997-04-09,1996/1997,Apr,50,0,0,0,0,10,1,11,11.875,12.384615384615385
1997-04-16,1996/1997,Apr,51,2,0,0,1,14,2,19,11.25,10.76923076923077
1997-04-23,1996/1997,Apr,52,0,0,0,1,9,0,10,11.25,10.461538461538462
1997-04-30,1997/1998,Apr,1,0,0,0,1,7,0,8,9.875,9.76923076923077
1997-05-07,1997/1998,May,2,0,0,0,1,7,0,8,9.375,9.76923076923077
1997-05-14,1997/1998,May,3,1,0,0,1,7,0,9,9.75,9.76923076923077
1997-05-21,1997/1998,May,4,0,0,0,0,3,0,3,7.875,9.461538461538462
1997-05-28,1997/1998,May,5,0,0,0,0,7,0,7,7.75,9.307692307692308
1997-06-04,1997/1998,Jun,6,0,0,0,0,11,3,14,8.5,8.076923076923077
1997-06-11,1997/1998,Jun,7,0,0,0,0,4,0,4,8.375,7.538461538461538
1997-06-18,1997/1998,Jun,8,1,0,0,1,4,3,9,8.375,8.0
1997-06-25,1997/1998,Jun,9,0,0,0,0,9,5,14,8.375,8.307692307692308
1997-07-02,1997/1998,Jul,10,0,0,0,1,4,2,7,7.875,8.384615384615385
1997-07-09,1997/1998,Jul,11,0,0,0,1,7,1,9,7.875,9.76923076923077
1997-07-16,1997/1998,Jul,12,0,0,0,0,2,1,3,8.875,11.23076923076923
1997-07-23,1997/1998,Jul,13,0,0,0,0,3,0,3,9.0,13.76923076923077
1997-07-30,1997/1998,Jul,14,2,0,0,2,8,2,14,9.875,16.692307692307693
1997-08-06,1997/1998,Aug,15,1,0,0,1,10,0,12,12.25,18.384615384615383
1997-08-13,1997/1998,Aug,16,0,0,0,0,10,0,10,17.0,19.923076923076923
1997-08-20,1997/1998,Aug,17,2,0,0,1,17,1,21,21.875,21.923076923076923
1997-08-27,1997/1998,Aug,18,1,0,0,2,21,2,26,25.375,25.23076923076923
1997-09-03,1997/1998,Sep,19,1,1,0,2,30,13,47,27.875,29.307692307692307
1997-09-10,1997/1998,Sep,20,3,1,0,5,25,8,42,30.5,34.46153846153846
1997-09-17,1997/1998,Sep,21,4,1,0,0,18,8,31,35.75,42.0
1997-09-24,1997/1998,Sep,22,1,2,0,0,19,12,34,40.125,46.46153846153846
1997-10-01,1997/1998,Oct,23,0,0,0,1,23,9,33,45.625,49.30769230769231
1997-10-08,1997/1998,Oct,24,0,0,0,9,33,10,52,53.75,51.38461538461539
1997-10-15,1997/1998,Oct,25,2,3,0,5,24,22,56,57.25,53.15384615384615
1997-10-22,1997/1998,Oct,26,4,0,0,8,38,20,70,59.25,54.61538461538461
1997-10-29,1997/1998,Oct,27,2,0,0,2,68,40,112,61.0,55.69230769230769
1997-11-05,1997/1998,Nov,28,0,0,0,0,35,35,70,63.0,58.0
1997-11-12,1997/1998,Nov,29,1,0,0,1,23,22,47,64.75,60.53846153846154
1997-11-19,1997/1998,Nov,30,2,1,0,3,34,8,48,64.75,62.92307692307692
1997-11-26,1997/1998,Nov,31,1,1,0,2,28,17,49,63.625,64.15384615384616
1997-12-03,1997/1998,Dec,32,0,0,0,1,31,34,66,58.0,63.61538461538461
1997-12-10,1997/1998,Dec,33,0,0,0,2,37,17,56,57.25,62.07692307692308
1997-12-17,1997/1998,Dec,34,0,0,0,1,34,26,61,59.875,57.76923076923077
1997-12-24,1997/1998,Dec,35,0,3,0,3,36,25,67,60.0,58.15384615384615
1998-01-01,1997/1998,Jan,36,0,2,1,1,39,21,64,60.125,59.38461538461539
1998-01-08,1997/1998,Jan,37,2,0,0,3,41,22,68,58.875,60.46153846153846
1998-01-15,1997/1998,Jan,38,3,0,0,4,28,14,49,61.25,59.84615384615385
1998-01-22,1997/1998,Jan,39,0,0,1,2,34,13,50,61.5,58.61538461538461
1998-01-29,1997/1998,Jan,40,1,0,0,2,42,11,56,60.875,56.92307692307692
1998-02-05,1997/1998,Feb,41,2,3,0,4,49,17,75,58.0,54.61538461538461
1998-02-12,1997/1998,Feb,42,2,1,0,4,37,19,63,55.75,52.38461538461539
1998-02-19,1997/1998,Feb,43,1,2,0,5,43,11,62,53.875,49.76923076923077
1998-02-26,1997/1998,Feb,44,3,0,0,1,31,6,41,51.5,47.0
1998-03-05,1997/1998,Mar,45,2,2,0,9,32,5,50,49.25,45.23076923076923
1998-03-12,1997/1998,Mar,46,2,1,0,4,24,3,34,43.625,43.69230769230769
1998-03-19,1997/1998,Mar,47,2,1,0,5,23,0,31,39.75,42.15384615384615
1998-03-26,1997/1998,Mar,48,4,2,0,4,23,5,38,35.25,39.07692307692308
1998-04-02,1997/1998,Apr,49,1,0,0,4,23,2,30,33.875,37.76923076923077
1998-04-09,1997/1998,Apr,50,0,0,0,5,24,3,32,32.125,36.69230769230769
1998-04-16,1997/1998,Apr,51,3,0,0,4,17,2,26,32.25,36.92307692307692
1998-04-23,1997/1998,Apr,52,2,1,1,7,18,1,30,34.125,37.0
1998-04-30,1998/1999,Apr,1,4,2,0,1,27,2,36,35.375,38.92307692307692
1998-05-07,1998/1999,May,2,2,0,0,7,24,2,35,37.125,42.0
1998-05-14,1998/1999,May,3,5,0,0,9,30,2,46,39.5,46.92307692307692
1998-05-21,1998/1999,May,4,1,4,0,6,33,4,48,43.625,54.46153846153846
1998-05-28,1998/1999,May,5,3,1,2,7,27,4,44,48.75,61.76923076923077
1998-06-04,1998/1999,Jun,6,5,1,0,9,33,3,51,57.0,71.3076923076923
1998-06-11,1998/1999,Jun,7,6,1,0,10,37,5,59,68.625,83.6923076923077
1998-06-18,1998/1999,Jun,8,1,3,2,4,51,10,71,78.75,100.61538461538461
1998-06-25,1998/1999,Jun,9,11,2,0,12,65,12,102,91.5,123.23076923076923
1998-07-02,1998/1999,Jul,10,3,1,0,3,87,34,128,109.875,139.92307692307693
1998-07-09,1998/1999,Jul,11,8,1,0,17,71,30,127,135.5,153.15384615384616
1998-07-16,1998/1999,Jul,12,11,5,0,8,63,63,150,169.25,165.46153846153845
1998-07-23,1998/1999,Jul,13,4,5,1,9,93,79,191,193.25,175.46153846153845
1998-07-30,1998/1999,Jul,14,2,3,5,9,119,118,256,208.0,178.53846153846155
1998-08-06,1998/1999,Aug,15,6,7,2,11,105,198,329,217.5,177.23076923076923
1998-08-13,1998/1999,Aug,16,8,3,2,15,70,165,263,224.25,175.53846153846155
1998-08-20,1998/1999,Aug,17,5,1,0,11,58,145,220,217.875,173.53846153846155
1998-08-27,1998/1999,Aug,18,7,4,2,12,58,121,204,200.75,173.53846153846155
1998-09-03,1998/1999,Sep,19,1,1,0,5,44,130,181,178.75,167.6153846153846
1998-09-10,1998/1999,Sep,20,0,0,2,0,19,78,99,150.375,158.15384615384616
1998-09-17,1998/1999,Sep,21,0,0,0,2,28,24,54,133.375,143.3846153846154
1998-09-24,1998/1999,Sep,22,2,1,5,4,27,41,80,115.0,122.3076923076923
1998-10-01,1998/1999,Oct,23,2,1,2,2,42,53,102,98.0,107.23076923076923
1998-10-08,1998/1999,Oct,24,6,1,1,4,49,66,127,83.375,96.76923076923077
1998-10-15,1998/1999,Oct,25,0,1,1,3,42,26,73,77.875,87.61538461538461
1998-10-22,1998/1999,Oct,26,1,1,4,4,40,18,68,79.5,78.84615384615384
1998-10-29,1998/1999,Oct,27,0,1,0,0,38,25,64,80.0,76.84615384615384
1998-11-05,1998/1999,Nov,28,2,1,2,1,25,24,55,77.875,79.53846153846153
1998-11-12,1998/1999,Nov,29,1,3,2,5,30,26,67,70.375,78.61538461538461
1998-11-19,1998/1999,Nov,30,1,3,3,2,43,32,84,70.375,75.3076923076923
1998-11-26,1998/1999,Nov,31,1,3,7,4,54,16,85,73.0,69.84615384615384
1998-12-03,1998/1999,Dec,32,1,4,1,0,37,24,67,73.5,70.15384615384616
1998-12-10,1998/1999,Dec,33,0,2,1,2,46,22,73,74.0,70.6923076923077
1998-12-17,1998/1999,Dec,34,1,3,3,0,50,32,89,72.625,69.38461538461539
1998-12-24,1998/1999,Dec,35,2,3,2,2,42,17,68,71.75,69.0
1999-01-01,1998/1999,Jan,36,4,5,10,3,26,11,59,70.5,67.07692307692308
1999-01-08,1998/1999,Jan,37,1,0,9,7,35,4,56,68.0,62.76923076923077
1999-01-15,1998/1999,Jan,38,2,8,8,3,43,13,77,65.125,59.07692307692308
1999-01-22,1998/1999,Jan,39,1,1,8,2,56,7,75,59.25,56.76923076923077
1999-01-29,1998/1999,Jan,40,1,2,3,1,33,7,47,54.25,53.23076923076923
1999-02-05,1998/1999,Feb,41,0,0,1,2,42,5,50,51.5,47.30769230769231
1999-02-12,1998/1999,Feb,42,0,1,1,1,36,3,42,49.125,43.23076923076923
1999-02-19,1998/1999,Feb,43,0,0,1,0,27,0,28,42.875,40.38461538461539
1999-02-26,1998/1999,Feb,44,0,0,3,1,30,3,37,35.0,36.69230769230769
1999-03-05,1998/1999,Mar,45,1,0,0,0,32,4,37,31.0,31.923076923076923
1999-03-12,1998/1999,Mar,46,1,0,3,0,23,0,27,27.5,27.46153846153846
1999-03-19,1998/1999,Mar,47,0,0,1,0,11,0,12,23.25,24.615384615384617
1999-03-26,1998/1999,Mar,48,0,0,1,0,14,0,15,21.625,21.46153846153846
1999-04-02,1998/1999,Apr,49,0,0,4,1,17,0,22,19.125,19.076923076923077
1999-04-09,1998/1999,Apr,50,0,0,0,1,7,0,8,15.75,18.46153846153846
1999-04-16,1998/1999,Apr,51,1,0,1,0,13,0,15,13.5,16.615384615384617
1999-04-23,1998/1999,Apr,52,0,0,2,0,15,0,17,13.375,14.615384615384615
1999-04-30,1999/2000,Apr,1,0,0,2,0,8,0,10,14.0,13.76923076923077
1999-05-07,1999/2000,May,2,0,0,1,0,8,0,9,12.875,13.692307692307692
1999-05-14,1999/2000,May,3,1,0,2,0,8,0,11,13.25,13.076923076923077
1999-05-21,1999/2000,May,4,0,0,0,1,19,0,20,13.375,12.692307692307692
1999-05-28,1999/2000,May,5,0,0,2,1,10,0,13,12.625,13.153846153846153
1999-06-04,1999/2000,Jun,6,0,0,0,1,10,0,11,12.25,13.0
1999-06-11,1999/2000,Jun,7,0,0,1,0,15,0,16,13.25,12.846153846153847
1999-06-18,1999/2000,Jun,8,0,0,1,0,10,0,11,13.625,14.384615384615385
1999-06-25,1999/2000,Jun,9,0,0,0,0,7,0,7,12.75,15.615384615384615
1999-07-02,1999/2000,Jul,10,0,1,4,0,12,0,17,13.0,17.846153846153847
1999-07-09,1999/2000,Jul,11,0,0,0,0,14,0,14,15.375,19.692307692307693
1999-07-16,1999/2000,Jul,12,0,1,1,0,11,0,13,16.5,20.615384615384617
1999-07-23,1999/2000,Jul,13,0,0,2,0,13,0,15,20.125,21.384615384615383
1999-07-30,1999/2000,Jul,14,0,5,3,0,22,0,30,24.75,23.846153846153847
1999-08-06,1999/2000,Aug,15,0,1,5,0,19,0,25,25.75,27.307692307692307
1999-08-13,1999/2000,Aug,16,1,1,2,0,36,0,40,26.625,31.384615384615383
1999-08-20,1999/2000,Aug,17,1,3,8,1,31,0,44,31.0,33.53846153846154
1999-08-27,1999/2000,Aug,18,0,0,4,1,20,0,25,36.125,36.69230769230769
1999-09-03,1999/2000,Sep,19,1,1,1,0,18,0,21,39.875,38.15384615384615
1999-09-10,1999/2000,Sep,20,1,4,9,1,33,0,48,42.375,40.53846153846154
1999-09-17,1999/2000,Sep,21,1,7,5,0,43,0,56,44.25,42.92307692307692
1999-09-24,1999/2000,Sep,22,2,1,5,0,52,0,60,42.75,44.23076923076923
1999-10-01,1999/2000,Oct,23,1,1,5,1,37,0,45,45.375,44.0
1999-10-08,1999/2000,Oct,24,1,1,3,1,49,0,55,50.375,43.92307692307692
1999-10-15,1999/2000,Oct,25,0,2,2,1,27,0,32,49.625,44.61538461538461
1999-10-22,1999/2000,Oct,26,1,3,4,0,38,0,46,47.25,46.07692307692308
1999-10-29,1999/2000,Oct,27,0,6,9,0,46,0,61,45.125,44.30769230769231
1999-11-05,1999/2000,Nov,28,1,2,6,0,33,0,42,43.75,41.23076923076923
1999-11-12,1999/2000,Nov,29,1,0,0,0,36,0,37,41.875,37.92307692307692
1999-11-19,1999/2000,Nov,30,0,1,6,0,36,0,43,41.0,35.76923076923077
1999-11-26,1999/2000,Nov,31,1,0,4,0,29,0,34,37.25,32.76923076923077
1999-12-03,1999/2000,Dec,32,0,3,4,0,33,0,40,31.75,32.07692307692308
1999-12-10,1999/2000,Dec,33,0,0,1,0,24,0,25,28.625,29.923076923076923
1999-12-17,1999/2000,Dec,34,1,3,2,0,10,0,16,26.0,26.615384615384617
1999-12-24,1999/2000,Dec,35,0,0,7,0,10,0,17,23.5,24.076923076923077
2000-01-01,1999/2000,Jan,36,0,0,1,0,16,0,17,21.5,21.76923076923077
2000-01-08,1999/2000,Jan,37,0,0,1,0,15,0,16,18.75,19.0
2000-01-15,1999/2000,Jan,38,1,1,3,0,18,0,23,16.75,16.692307692307693
2000-01-22,1999/2000,Jan,39,0,0,1,0,16,1,18,15.625,13.846153846153847
2000-01-29,1999/2000,Jan,40,1,0,0,0,16,1,18,14.375,12.076923076923077
2000-02-05,1999/2000,Feb,41,0,0,2,0,7,0,9,12.75,11.461538461538462
2000-02-12,1999/2000,Feb,42,0,0,1,0,6,0,7,11.125,10.384615384615385
2000-02-19,1999/2000,Feb,43,0,0,1,0,6,0,7,8.5,9.153846153846153
2000-02-26,1999/2000,Feb,44,0,0,0,0,4,0,4,7.25,8.0
2000-03-04,1999/2000,Mar,45,0,0,2,0,1,0,3,5.375,6.384615384615385
2000-03-11,1999/2000,Mar,46,0,0,1,0,1,0,2,4.375,5.230769230769231
2000-03-18,1999/2000,Mar,47,0,0,2,0,6,0,8,3.625,4.076923076923077
2000-03-25,1999/2000,Mar,48,0,0,0,0,3,0,3,3.0,3.5384615384615383
2000-04-01,1999/2000,Apr,49,0,0,0,0,1,0,1,2.875,3.0
2000-04-08,1999/2000,Apr,50,0,0,0,0,1,0,1,2.875,2.4615384615384617
2000-04-15,1999/2000,Apr,51,0,0,0,0,2,0,2,2.875,2.3076923076923075
2000-04-22,1999/2000,Apr,52,0,0,0,0,2,1,3,1.875,2.230769230769231
2000-04-29,2000/2001,Apr,1,0,0,0,0,2,1,3,1.5,2.076923076923077
2000-05-06,2000/2001,May,2,0,0,0,0,2,0,2,1.625,1.9230769230769231
2000-05-13,2000/2001,May,3,0,0,0,0,0,0,0,1.75,1.9230769230769231
2000-05-20,2000/2001,May,4,0,0,0,0,0,0,0,1.5,2.3076923076923075
2000-05-27,2000/2001,May,5,0,0,1,0,1,0,2,1.875,2.3846153846153846
2000-06-03,2000/2001,Jun,6,0,0,0,0,1,1,2,1.875,2.4615384615384617
2000-06-10,2000/2001,Jun,7,0,0,0,0,0,0,0,2.375,2.3846153846153846
2000-06-17,2000/2001,Jun,8,0,0,1,0,3,2,6,2.625,2.4615384615384617
2000-06-24,2000/2001,Jun,9,0,0,0,0,2,1,3,3.0,2.6923076923076925
2000-07-01,2000/2001,Jul,10,0,0,1,0,5,0,6,3.0,2.8461538461538463
2000-07-08,2000/2001,Jul,11,0,0,1,0,1,0,2,3.25,3.5384615384615383
2000-07-15,2000/2001,Jul,12,0,0,0,0,3,0,3,3.875,3.5384615384615383
2000-07-22,2000/2001,Jul,13,0,0,0,0,2,0,2,3.375,3.6923076923076925
2000-07-29,2000/2001,Jul,14,0,0,0,0,4,0,4,4.125,4.3076923076923075
2000-08-05,2000/2001,Aug,15,0,0,1,0,3,1,5,3.625,4.3076923076923075
2000-08-12,2000/2001,Aug,16,0,0,1,0,1,0,2,3.875,4.3076923076923075
2000-08-19,2000/2001,Aug,17,0,2,3,0,4,0,9,4.5,4.6923076923076925
2000-08-26,2000/2001,Aug,18,0,0,1,0,1,0,2,5.0,5.615384615384615
2000-09-02,2000/2001,Sep,19,0,0,1,0,2,1,4,4.875,6.538461538461538
2000-09-09,2000/2001,Sep,20,0,2,2,0,3,1,8,5.625,7.923076923076923
2000-09-16,2000/2001,Sep,21,0,0,2,0,4,0,6,7.125,8.307692307692308
2000-09-23,2000/2001,Sep,22,0,0,3,0,0,0,3,7.875,9.461538461538462
2000-09-30,2000/2001,Sep,23,0,0,5,0,6,0,11,10.125,11.461538461538462
2000-10-07,2000/2001,Oct,24,0,0,3,0,8,3,14,10.75,13.692307692307692
2000-10-14,2000/2001,Oct,25,0,0,5,0,5,5,15,12.25,15.846153846153847
2000-10-21,2000/2001,Oct,26,0,0,6,0,10,4,20,15.0,17.846153846153847
2000-10-28,2000/2001,Oct,27,0,1,3,0,5,0,9,19.375,19.0
2000-11-04,2000/2001,Nov,28,0,0,7,0,11,2,20,21.75,19.76923076923077
2000-11-11,2000/2001,Nov,29,0,0,16,0,9,3,28,23.75,21.23076923076923
2000-11-18,2000/2001,Nov,30,0,1,9,0,21,7,38,24.75,22.53846153846154
2000-11-25,2000/2001,Nov,31,0,0,13,0,14,3,30,24.25,22.53846153846154
2000-12-02,2000/2001,Dec,32,0,1,11,0,16,2,30,25.875,22.692307692307693
2000-12-09,2000/2001,Dec,33,0,0,10,0,12,1,23,26.875,22.692307692307693
2000-12-16,2000/2001,Dec,34,0,0,4,0,12,0,16,25.125,23.307692307692307
2000-12-23,2000/2001,Dec,35,0,0,4,0,16,2,22,22.5,22.53846153846154
2001-01-01,2000/2001,Jan,36,0,0,10,0,16,2,28,21.25,21.384615384615383
2001-01-08,2000/2001,Jan,37,0,0,4,0,7,3,14,19.625,20.0
2001-01-15,2000/2001,Jan,38,0,0,7,0,9,1,17,18.0,18.384615384615383
2001-01-22,2000/2001,Jan,39,0,0,7,0,12,1,20,17.625,17.46153846153846
2001-01-29,2000/2001,Jan,40,0,1,6,0,9,1,17,17.375,16.384615384615383
2001-02-05,2000/2001,Feb,41,0,0,6,0,3,1,10,15.0,15.76923076923077
2001-02-12,2000/2001,Feb,42,0,0,7,0,5,1,13,15.5,15.538461538461538
2001-02-19,2000/2001,Feb,43,0,0,6,0,10,4,20,14.5,14.23076923076923
2001-02-26,2000/2001,Feb,44,0,0,2,0,6,1,9,13.0,13.461538461538462
2001-03-05,2000/2001,Mar,45,0,0,7,0,7,4,18,13.25,12.615384615384615
2001-03-12,2000/2001,Mar,46,0,1,3,0,5,0,9,13.375,11.538461538461538
2001-03-19,2000/2001,Mar,47,0,0,1,0,4,3,8,12.25,10.846153846153847
2001-03-26,2000/2001,Mar,48,0,0,2,0,14,3,19,10.5,11.076923076923077
2001-04-02,2000/2001,Apr,49,0,0,5,0,4,2,11,10.125,10.692307692307692
2001-04-09,2000/2001,Apr,50,0,0,0,0,3,1,4,8.875,9.76923076923077
2001-04-16,2000/2001,Apr,51,0,0,0,0,5,1,6,9.375,9.461538461538462
2001-04-23,2000/2001,Apr,52,0,0,2,0,4,0,6,9.375,9.307692307692308
2001-04-30,2001/2002,Apr,1,0,0,0,0,7,1,8,8.0,9.538461538461538
2001-05-07,2001/2002,May,2,0,3,3,0,6,1,13,7.25,9.76923076923077
2001-05-14,2001/2002,May,3,0,0,2,0,5,1,8,8.75,9.692307692307692
2001-05-21,2001/2002,May,4,0,1,1,0,5,1,8,9.5,9.615384615384615
2001-05-28,2001/2002,May,5,0,0,3,0,2,0,5,10.125,11.0
2001-06-04,2001/2002,Jun,6,0,0,8,0,4,4,16,11.375,11.615384615384615
2001-06-11,2001/2002,Jun,7,0,0,7,0,4,1,12,11.0,12.384615384615385
2001-06-18,2001/2002,Jun,8,0,0,5,0,4,2,11,12.75,13.153846153846153
2001-06-25,2001/2002,Jun,9,0,0,4,0,11,3,18,13.5,14.23076923076923
2001-07-02,2001/2002,Jul,10,0,1,3,0,5,1,10,14.875,16.53846153846154
2001-07-09,2001/2002,Jul,11,0,0,4,0,13,5,22,15.125,18.615384615384617
2001-07-16,2001/2002,Jul,12,0,0,2,0,12,0,14,17.0,21.384615384615383
2001-07-23,2001/2002,Jul,13,0,0,5,0,9,2,16,20.375,24.076923076923077
2001-07-30,2001/2002,Jul,14,0,0,8,0,10,0,18,22.5,28.153846153846153
2001-08-06,2001/2002,Aug,15,0,1,5,0,15,6,27,26.375,31.53846153846154
2001-08-13,2001/2002,Aug,16,0,0,4,0,28,6,38,30.0,34.30769230769231
2001-08-20,2001/2002,Aug,17,0,0,12,0,20,3,35,36.375,38.30769230769231
2001-08-27,2001/2002,Aug,18,0,1,10,0,26,4,41,41.25,41.53846153846154
2001-09-03,2001/2002,Sep,19,0,0,6,0,38,7,51,45.75,44.76923076923077
2001-09-10,2001/2002,Sep,20,0,0,10,0,45,10,65,50.125,48.53846153846154
2001-09-17,2001/2002,Sep,21,0,0,8,0,40,7,55,53.375,52.61538461538461
2001-09-24,2001/2002,Sep,22,0,2,13,0,37,2,54,56.0,56.30769230769231
2001-10-01,2001/2002,Oct,23,0,0,12,0,43,7,62,59.0,58.84615384615385
2001-10-08,2001/2002,Oct,24,0,0,7,0,51,6,64,61.5,61.69230769230769
2001-10-15,2001/2002,Oct,25,0,0,8,0,45,3,56,62.75,62.15384615384615
2001-10-22,2001/2002,Oct,26,0,1,14,0,45,5,65,64.75,60.30769230769231
2001-10-29,2001/2002,Oct,27,0,0,10,0,55,6,71,67.0,58.0
2001-11-05,2001/2002,Nov,28,0,0,13,0,57,5,75,65.125,55.69230769230769
2001-11-12,2001/2002,Nov,29,0,0,22,0,41,8,71,60.5,53.0
2001-11-19,2001/2002,Nov,30,0,3,13,0,47,9,72,57.875,51.07692307692308
2001-11-26,2001/2002,Nov,31,0,0,10,0,33,4,47,52.875,49.07692307692308
2001-12-03,2001/2002,Dec,32,0,1,10,0,11,5,27,46.375,47.38461538461539
2001-12-10,2001/2002,Dec,33,0,2,15,0,16,2,35,41.625,44.38461538461539
2001-12-17,2001/2002,Dec,34,0,2,8,0,12,3,25,37.5,40.38461538461539
2001-12-24,2001/2002,Dec,35,0,1,9,0,8,1,19,32.75,36.0
2002-01-01,2001/2002,Jan,36,0,1,12,0,22,2,37,30.125,32.23076923076923
2002-01-08,2001/2002,Jan,37,0,1,10,0,21,6,38,29.125,27.923076923076923
2002-01-15,2001/2002,Jan,38,0,0,12,0,18,4,34,27.0,25.692307692307693
2002-01-22,2001/2002,Jan,39,0,1,6,0,15,4,26,26.625,24.076923076923077
2002-01-29,2001/2002,Jan,40,0,0,6,0,10,3,19,26.25,22.307692307692307
2002-02-05,2001/2002,Feb,41,0,0,5,0,13,0,18,23.875,20.846153846153847
2002-02-12,2001/2002,Feb,42,0,0,7,0,13,2,22,19.875,19.846153846153847
2002-02-19,2001/2002,Feb,43,0,0,5,0,9,2,16,17.125,17.23076923076923
2002-02-26,2001/2002,Feb,44,0,0,5,0,10,3,18,14.625,14.846153846153847
2002-03-05,2001/2002,Mar,45,0,0,2,0,4,0,6,13.0,12.692307692307692
2002-03-12,2001/2002,Mar,46,0,0,3,0,8,1,12,11.125,10.76923076923077
2002-03-19,2001/2002,Mar,47,0,0,3,0,3,0,6,9.25,9.538461538461538
2002-03-26,2001/2002,Mar,48,0,0,2,0,4,0,6,8.0,8.307692307692308
2002-04-02,2001/2002,Apr,49,0,0,1,0,2,0,3,5.875,6.769230769230769
2002-04-09,2001/2002,Apr,50,0,0,3,0,3,1,7,5.5,5.615384615384615
