week_start_date,year,week_of_year,ST_max_Tmax,ST_mean_Tmax,ST_min_Tmin,ST_mean_Tmin,ST_mean_Tavg,ST_max_Tdtr,ST_mean_Tdtr,ST_min_Tdtr,SA_max_Pday,SA_mean_Pday,SA_PRECIP_GT1,SA_PRECIP_GT10,SA_PRECIP_GT30,RA_max_Tair,RA_mean_Tair,RA_min_Tair,RA_max_Tdp,RA_mean_Tdp,RA_min_Tdp,RA_max_RHpc,RA_mean_RHpc,RA_min_RHpc,RA_max_RHsp,RA_mean_RHsp,RA_min_RHsp,RA_min_Tmin,RA_mean_Tmin,RA_max_Tmax,RA_mean_Tmax,RA_max_Tdtr,RA_mean_Tdtr,RA_min_Tdtr,RA_max_Tavg,RA_mean_Tavg,RA_min_Tavg,RA_mean_Pday,RA_max_Pday,ndvi_ne,ndvi_sw,ndvi_nw,ndvi_se
2001-05-14,2001,20,34.2,32.925,20.6,21.466666666666672,27.43333333333333,13.1,11.933333333333332,9.8,22.18,7.821428571428571,5.0,2.0,0.0,24.94,23.89285714285717,23.350000000000023,23.570000000000054,22.795714285714322,21.07000000000005,99.12,94.66571428571429,88.27,18.31,17.48,15.67,19.850000000000023,20.664285714285732,32.450000000000045,28.950000000000035,12.600000000000026,8.285714285714302,2.300000000000012,26.25,24.80714285714288,22.899999999999977,6.585714285714286,11.9,0.3153429,0.3034857,0.31965,0.2627
2001-05-21,2001,21,34.7,32.975,20.5,20.966666666666665,26.9,11.0,11.0,11.0,25.81,13.218571428571426,5.0,4.0,0.0,24.850000000000023,23.512857142857165,22.510000000000048,23.01000000000005,21.901428571428603,20.95000000000005,99.43,91.78428571428572,80.93,17.75,16.551428571428573,15.57,18.650000000000034,20.33571428571431,31.650000000000034,28.764285714285737,13.0,8.428571428571436,4.100000000000024,26.0,24.55000000000002,22.900000000000034,3.5857142857142863,12.3,0.2985857,0.26852859999999995,0.3796667,0.1842429
2001-05-28,2001,22,34.8,32.68,19.8,20.94,27.05,14.3,11.625,8.9,34.42,16.509999999999998,5.0,4.0,2.0,25.400000000000034,23.804285714285736,22.61000000000001,23.73000000000001,21.55571428571432,20.02000000000004,98.45,89.38000000000002,78.67,18.44,16.21142857142857,14.69,18.350000000000023,20.307142857142885,34.450000000000045,29.86428571428575,14.800000000000011,9.557142857142864,5.5,27.05000000000007,25.085714285714324,23.900000000000034,2.834285714285714,7.5,0.2999429,0.3874429,0.3029429,0.3187143
2001-06-04,2001,23,33.4,32.22,20.0,21.44285714285715,26.880000000000006,12.0,10.68,9.9,31.77,10.19,6.0,2.0,1.0,23.51000000000005,22.307142857142885,21.410000000000025,22.830000000000037,21.3914285714286,20.150000000000034,99.85,95.11,89.7,17.43,16.007142857142856,14.79,18.650000000000034,19.592857142857163,29.450000000000053,26.607142857142893,10.700000000000044,7.014285714285727,2.400000000000034,24.450000000000053,23.100000000000023,21.25,16.12142857142857,76.06,0.3635667,0.2467286,0.1819143,0.2539714
2001-06-11,2001,24,33.2,31.360000000000007,20.8,21.450000000000006,26.53333333333333,10.6,9.7,8.7,28.61,8.51142857142857,7.0,2.0,0.0,23.75,22.940000000000023,22.129999999999995,21.650000000000034,20.33714285714287,19.25,90.3,86.9642857142857,83.22,16.22,14.98,13.98,17.850000000000023,19.235714285714305,32.05000000000001,29.678571428571445,12.699999999999989,10.44285714285713,8.699999999999989,26.100000000000023,24.457142857142852,22.5,1.3242857142857145,3.8,0.3170833,0.2173429,0.2989667,0.2198714
2001-06-18,2001,25,31.6,31.3,17.1,18.8,26.0,11.1,11.1,11.1,1.92,0.4485714285714285,2.0,0.0,0.0,22.590000000000032,21.602857142857165,20.70000000000005,21.30000000000001,17.98714285714289,15.950000000000045,98.75,82.58,70.78,15.85,12.962857142857144,11.35,15.25,17.378571428571448,32.950000000000045,27.821428571428605,17.70000000000005,10.442857142857155,2.5,24.100000000000023,22.600000000000033,21.900000000000034,0.9285714285714284,4.68,0.1041,0.1137571,0.1082429,0.05965714
2001-06-25,2001,26,33.2,32.42,20.0,20.925,26.5,11.5,11.366666666666667,11.2,25.1,5.627142857142856,3.0,2.0,0.0,24.52000000000004,22.404285714285745,21.150000000000034,20.20000000000005,19.085714285714317,17.350000000000026,92.12,83.6857142857143,72.07,14.86,13.834285714285715,12.36,15.75,18.921428571428574,31.850000000000023,28.335714285714307,15.800000000000011,9.414285714285727,4.900000000000034,25.800000000000008,23.628571428571433,22.300000000000008,2.7,7.1,0.1923,0.3254143,0.2752857,0.3164571
2001-07-02,2001,27,33.5,32.85,19.5,21.1,27.35,11.7,10.95,10.2,30.74,7.4,4.0,2.0,1.0,24.050000000000008,22.8657142857143,21.45000000000005,21.330000000000037,20.370000000000022,19.52000000000004,97.35,87.44000000000003,81.42,15.88,15.008571428571427,14.22,17.150000000000034,19.150000000000027,34.05000000000001,29.035714285714306,16.899999999999974,9.885714285714275,4.399999999999976,25.600000000000023,24.092857142857167,21.550000000000008,3.0571428571428574,9.7,0.2290833,0.2421857,0.1932667,0.2704571
2001-07-09,2001,28,32.8,31.816666666666666,20.8,21.614285714285717,26.766666666666666,11.8,10.066666666666666,8.7,13.69,7.160000000000001,6.0,3.0,0.0,25.51000000000005,23.957142857142877,22.390000000000047,22.300000000000008,20.904285714285734,20.02000000000004,91.5,85.6857142857143,75.1,16.91,15.545714285714284,14.67,17.95000000000005,19.86428571428573,33.650000000000034,30.564285714285734,15.100000000000026,10.700000000000003,6.699999999999987,27.100000000000023,25.214285714285737,23.200000000000053,2.5571428571428574,9.3,0.3597167,0.4388429,0.3110571,0.2649857
2001-07-16,2001,29,34.0,32.40000000000001,21.2,22.066666666666666,27.700000000000006,12.8,11.6,10.4,16.24,7.518571428571428,6.0,2.0,0.0,25.530000000000033,23.990000000000034,22.900000000000034,22.700000000000053,21.764285714285737,20.0,97.82,89.4357142857143,80.25,17.37,16.42571428571429,14.7,19.25,20.264285714285737,34.75,30.650000000000013,13.600000000000026,10.385714285714275,6.699999999999987,27.950000000000053,25.457142857142877,23.0,4.575714285714286,8.0,0.3195,0.3616333,0.2050857,0.1947429
2001-07-23,2001,30,34.0,31.98333333333333,19.1,20.9,26.55,12.0,10.9,9.8,14.46,4.541428571428571,6.0,1.0,0.0,26.120000000000005,23.995714285714318,22.640000000000054,22.27000000000004,20.830000000000016,19.0,96.0,84.99,69.1,16.8,15.465714285714286,13.81,18.75,19.90714285714287,34.950000000000045,32.221428571428596,15.400000000000036,12.314285714285731,5.399999999999976,27.850000000000023,26.06428571428573,23.550000000000008,2.2957142857142863,6.36,0.2911571,0.3259857,0.2526333,0.2182
2001-07-30,2001,31,33.5,33.166666666666664,17.8,20.02857142857143,27.133333333333336,12.8,12.1,11.3,0.0,0.0,0.0,0.0,0.0,26.340000000000032,25.17285714285717,24.01000000000005,19.80000000000001,18.272857142857163,17.400000000000034,74.22,67.90714285714286,61.92,14.48,13.187142857142858,12.46,16.650000000000034,19.22142857142859,35.55000000000001,33.99285714285717,16.699999999999992,14.771428571428574,12.300000000000011,28.100000000000023,26.607142857142865,25.0,0.028571428571428574,0.2,0.2371167,0.1339,0.1956167,0.1883143
2001-08-06,2001,32,33.4,33.2,20.0,21.33333333333333,27.1,13.4,12.2,10.4,4.02,0.7342857142857142,2.0,0.0,0.0,26.870000000000005,25.105714285714306,23.36000000000001,20.400000000000034,18.775714285714304,17.430000000000007,79.15,69.85,61.85,15.04,13.62857142857143,12.46,18.850000000000023,20.05000000000002,36.55000000000001,33.407142857142865,16.699999999999992,13.357142857142847,7.799999999999954,28.550000000000008,26.728571428571442,24.5,0.0,0.0,0.2007571,0.2043571,0.2377286,0.2236429
2001-08-13,2001,33,34.0,33.279999999999994,20.0,21.385714285714286,27.4,12.8,11.76,10.8,5.31,1.0642857142857145,2.0,0.0,0.0,26.76000000000005,25.45285714285717,24.530000000000033,21.420000000000016,20.15571428571431,18.120000000000005,82.12,74.44571428571429,59.23,16.08,14.84142857142857,13.07,18.55000000000001,20.150000000000016,35.650000000000034,33.37857142857145,17.0,13.228571428571438,10.400000000000034,28.650000000000034,26.764285714285737,25.400000000000034,0.6285714285714287,2.0,0.2821714,0.3664571,0.2735571,0.2658571
2001-08-20,2001,34,35.2,33.625,20.0,21.1,27.425,14.3,12.4,11.0,18.2,4.751428571428572,5.0,1.0,0.0,26.900000000000034,25.59571428571431,24.43000000000001,23.100000000000023,20.682857142857163,19.230000000000018,87.35,77.48571428571428,65.75,17.76,15.350000000000005,13.94,19.850000000000023,21.10714285714289,38.05000000000001,33.89285714285717,17.399999999999974,12.785714285714278,8.300000000000011,29.350000000000023,27.500000000000032,26.100000000000023,5.271428571428571,25.7,0.2407571,0.2469143,0.1931143,0.2063429
2001-08-27,2001,35,34.3,32.959999999999994,20.8,21.4,27.375,12.6,12.15,11.7,16.84,8.755714285714287,6.0,3.0,0.0,27.420000000000016,25.562857142857162,24.48000000000001,23.820000000000054,21.72285714285717,19.370000000000005,96.07,81.77571428571426,65.25,18.55,16.407142857142855,14.09,18.55000000000001,20.507142857142874,38.05000000000001,33.79285714285717,19.400000000000034,13.285714285714295,5.0,28.649999999999977,27.150000000000013,25.050000000000008,4.285714285714286,17.4,0.2280714,0.2646429,0.1999857,0.2331429
2001-09-03,2001,36,34.6,32.46666666666667,20.1,21.649999999999995,27.1,11.9,10.733333333333334,10.1,10.75,4.335714285714286,4.0,2.0,0.0,26.920000000000016,25.5314285714286,24.460000000000036,22.580000000000037,21.03000000000003,18.75,84.6,79.13142857142857,66.1,17.28,15.72857142857143,13.63,17.75,20.107142857142872,38.35000000000002,34.164285714285754,19.100000000000023,14.057142857142868,9.5,29.550000000000008,27.135714285714307,25.600000000000023,3.814285714285714,15.5,0.30695,0.3389429,0.2410286,0.1908714
2001-09-10,2001,37,35.2,34.25,20.2,21.4,27.6,14.8,13.275,11.4,33.03,9.958571428571428,6.0,2.0,1.0,26.330000000000037,24.911428571428605,23.49000000000001,22.600000000000023,21.620000000000022,20.55000000000001,90.18,84.44428571428571,79.93,17.26,16.264285714285716,15.24,20.150000000000034,21.12142857142859,35.85000000000002,31.721428571428586,15.699999999999989,10.59999999999999,5.0,28.200000000000053,26.421428571428574,24.25,9.52,41.94,0.3084571,0.4290714,0.2503143,0.2983
2001-09-17,2001,38,33.8,32.88333333333333,20.3,21.25,27.380000000000006,12.3,11.900000000000002,11.3,16.47,4.091428571428572,5.0,1.0,0.0,27.620000000000005,25.565714285714318,24.280000000000033,24.200000000000053,21.04428571428573,18.180000000000007,94.08,78.45142857142856,58.72,19.03,15.79857142857143,13.11,18.55000000000001,20.55000000000002,37.25,34.36428571428573,17.600000000000023,13.814285714285711,8.400000000000034,28.800000000000008,27.457142857142877,24.700000000000053,3.5,8.0,0.3533143,0.3530429,0.34397140000000004,0.35867140000000003
2001-09-24,2001,39,35.5,34.5,20.4,21.616666666666664,28.200000000000006,14.1,13.4,12.5,29.14,8.950000000000003,4.0,2.0,0.0,26.890000000000054,25.83285714285717,24.160000000000025,23.23000000000001,22.055714285714302,20.55000000000001,90.8,82.35571428571428,73.25,18.06,16.745714285714282,15.28,18.650000000000034,20.67857142857145,37.75,33.864285714285735,17.69999999999999,13.185714285714289,9.0,28.900000000000034,27.271428571428594,25.950000000000053,5.328571428571427,15.6,0.3346714000000001,0.31977140000000004,0.3886143,0.2854
2001-10-01,2001,40,36.8,34.56,22.1,22.5,28.825,14.2,12.875,11.6,20.0,8.557142857142857,7.0,3.0,0.0,28.600000000000023,26.10142857142859,24.420000000000016,21.620000000000005,20.284285714285733,18.620000000000005,80.38,72.95,58.72,16.22,14.98,13.5,17.650000000000034,21.007142857142874,39.150000000000034,33.335714285714296,21.5,12.328571428571422,5.699999999999987,29.100000000000023,27.171428571428585,24.550000000000008,1.4,8.9,0.3343857,0.4444,0.2712857,0.2416857
2001-10-08,2001,41,36.7,33.583333333333336,20.0,21.6,27.6,14.7,12.275,9.4,31.19,10.29,4.0,3.0,1.0,29.220000000000034,27.56714285714289,25.330000000000037,22.970000000000034,20.784285714285744,18.02000000000004,87.42,69.12428571428572,54.05,17.73,15.582857142857144,13.03,19.25,22.69285714285717,39.75,36.135714285714315,19.100000000000023,13.442857142857136,9.200000000000044,32.05000000000001,29.414285714285736,27.350000000000023,2.3714285714285714,5.4,0.4202857,0.5460166999999999,0.3819571,0.4438
2001-10-15,2001,42,35.0,34.05,21.0,21.68333333333333,28.066666666666666,12.9,11.966666666666667,11.3,24.72,9.015714285714283,7.0,2.0,0.0,26.68000000000001,25.527142857142888,24.780000000000033,24.77000000000004,23.497142857142876,22.470000000000027,98.3,89.99714285714286,81.2,19.93,18.317142857142862,17.17,20.75,21.99285714285716,37.450000000000045,32.078571428571465,16.100000000000026,10.085714285714298,4.600000000000024,29.400000000000034,27.035714285714306,25.950000000000053,11.251428571428573,35.1,0.3102,0.3820571,0.2971286,0.3454857
2001-10-22,2001,43,35.8,32.4,21.5,22.22,27.375,13.5,10.125,7.1,19.9,7.1342857142857135,5.0,1.0,0.0,26.830000000000037,25.085714285714307,24.220000000000034,24.660000000000025,22.258571428571454,19.710000000000036,98.27,86.50857142857141,71.57,19.62,17.057142857142857,14.48,18.850000000000023,20.750000000000025,35.650000000000034,31.535714285714306,16.600000000000026,10.785714285714288,5.699999999999987,27.75,26.14285714285717,24.399999999999977,16.385714285714286,70.7,0.1244833,0.2055714,0.2392667,0.1845
2001-10-29,2001,44,34.4,33.05,21.3,22.11666666666667,27.65,11.6,10.775,9.3,53.49,12.035714285714285,5.0,2.0,1.0,27.68000000000001,25.29000000000002,23.710000000000036,23.960000000000036,22.767142857142893,21.890000000000047,97.27,88.14714285714285,74.65,18.81,17.511428571428574,16.64,19.350000000000023,21.40714285714288,36.55000000000001,31.878571428571444,14.399999999999974,10.471428571428564,5.2000000000000455,29.5,26.642857142857146,24.350000000000023,21.428571428571434,122.22,0.2108857,0.23199999999999998,0.2075667,0.2066143
2001-11-05,2001,45,34.5,33.65,21.0,22.8,28.399999999999995,12.4,10.55,9.0,18.3,8.041428571428572,7.0,2.0,0.0,27.25,25.772857142857166,24.450000000000053,24.18000000000001,23.080000000000023,21.230000000000018,97.53,87.2142857142857,75.93,19.09,17.84571428571429,15.9,20.850000000000023,22.507142857142874,37.35000000000002,32.578571428571465,16.5,10.07142857142858,6.5,29.100000000000023,27.542857142857162,26.0,12.157142857142858,37.2,0.3581429,0.3714,0.2793429,0.3059714000000001
2001-11-12,2001,46,33.7,33.38,20.8,22.33333333333333,27.575000000000006,12.6,11.575,10.0,21.66,10.565714285714286,7.0,2.0,0.0,27.93000000000001,26.080000000000016,25.170000000000016,24.850000000000023,23.58285714285717,21.110000000000014,94.28,88.10857142857141,69.78,19.83,18.42285714285714,15.82,21.05000000000001,22.792857142857162,36.35000000000002,32.12142857142859,14.100000000000026,9.328571428571431,3.899999999999977,29.300000000000008,27.457142857142877,25.600000000000023,21.357142857142858,113.3,0.2773286,0.29697140000000005,0.2303,0.2773
2001-11-19,2001,47,35.0,33.875,21.8,22.58,28.23333333333333,13.2,11.666666666666664,9.5,16.89,4.96,5.0,1.0,0.0,28.910000000000025,25.175714285714317,23.24000000000001,24.100000000000023,22.658571428571445,20.75,98.9,88.65142857142857,64.03,18.97,17.414285714285715,15.5,21.25,22.492857142857165,36.85000000000002,29.97857142857145,13.600000000000026,7.485714285714282,1.8000000000000114,30.150000000000034,26.235714285714298,24.149999999999977,5.771428571428572,20.1,0.3297,0.4415714,0.3304167,0.3406429
2001-11-26,2001,48,35.5,34.74,21.2,22.62,28.633333333333336,12.5,11.666666666666664,10.4,16.74,8.277142857142858,5.0,3.0,0.0,28.129999999999995,25.67285714285717,23.580000000000037,24.379999999999995,22.878571428571448,21.400000000000034,99.43,86.97857142857143,68.68,19.33,17.66142857142857,16.13,21.45000000000005,22.664285714285747,35.35000000000002,30.878571428571462,12.0,8.214285714285714,2.300000000000012,29.450000000000053,26.771428571428608,23.30000000000007,23.185714285714283,99.2,0.3015,0.3699167,0.3613,0.30557140000000005
2001-12-03,2001,49,35.0,33.18,21.0,22.185714285714283,27.82,12.2,10.72,8.8,53.11,14.971428571428573,5.0,2.0,2.0,25.720000000000034,25.1514285714286,24.629999999999995,24.98000000000001,24.19714285714288,23.220000000000034,97.78,95.11571428571428,90.32,20.04,19.122857142857143,17.99,20.75,22.407142857142887,34.350000000000016,31.17857142857145,11.700000000000045,8.771428571428569,4.199999999999989,28.600000000000023,26.792857142857176,25.350000000000023,8.902857142857142,17.2,0.3250571,0.35047140000000004,0.2264714,0.2992571
2001-12-10,2001,50,34.3,32.800000000000004,21.0,21.771428571428565,27.35,12.8,10.925,9.4,36.32,10.215714285714286,5.0,2.0,1.0,27.820000000000054,25.5314285714286,24.550000000000008,25.080000000000037,24.17285714285716,22.879999999999995,98.5,93.91571428571429,79.38,20.17,19.095714285714287,17.69,21.950000000000053,23.064285714285734,36.150000000000034,30.39285714285717,13.400000000000036,7.328571428571429,2.6999999999999886,29.450000000000053,26.728571428571463,24.700000000000053,11.96,21.1,0.3260333,0.3066429,0.2355333,0.3155714000000001
2001-12-17,2001,51,33.3,31.4,22.0,22.75714285714286,27.24,10.0,8.34,6.2,23.51,8.005714285714285,5.0,2.0,0.0,25.920000000000016,25.008571428571447,24.320000000000054,24.920000000000016,24.28285714285716,23.620000000000005,98.72,96.35142857142857,91.85,19.99,19.22142857142857,18.41,21.550000000000008,22.82142857142859,33.55000000000001,29.65000000000001,9.800000000000011,6.828571428571423,5.0,28.649999999999977,26.235714285714288,24.75,12.737142857142857,20.2,0.2229429,0.1841286,0.2240714,0.2128143
2001-12-24,2001,52,33.3,32.775,21.8,22.42,27.33333333333333,11.5,11.0,10.5,53.44,14.068749999999998,7.0,4.0,1.0,25.870000000000005,24.81750000000001,23.68000000000001,25.0,23.93875000000002,23.050000000000008,99.15,95.43,90.7,20.01,18.78125,17.9,20.05000000000001,22.46250000000002,32.350000000000016,28.875000000000018,11.300000000000011,6.412500000000001,2.6999999999999886,27.550000000000008,25.668750000000024,23.550000000000008,13.16,40.68,0.29818890000000003,0.3417,0.3380778,0.2887889
2002-01-01,2002,1,35.4,34.55,21.0,22.46666666666667,28.96666666666667,13.4,11.933333333333332,10.6,48.16,9.255714285714287,6.0,1.0,1.0,28.800000000000008,26.862857142857166,25.420000000000016,23.06,21.762857142857165,19.670000000000016,86.57,76.60285714285716,66.75,17.84,16.482857142857142,14.43,21.650000000000034,22.4214285714286,36.650000000000034,33.821428571428605,14.800000000000011,11.40000000000001,7.300000000000013,29.25,28.12142857142859,27.0,0.7857142857142857,4.5,0.4057286,0.3800143,0.3484,0.3686429
2002-01-08,2002,2,36.0,35.18333333333333,22.0,22.5,28.8,13.8,12.766666666666667,11.8,9.42,3.2528571428571422,4.0,0.0,0.0,27.780000000000033,26.727142857142876,25.950000000000053,22.900000000000034,21.455714285714308,20.110000000000014,83.12,75.20428571428572,68.85,17.65,16.15714285714286,14.81,18.650000000000034,21.69285714285717,36.25,33.8214285714286,16.399999999999974,12.128571428571426,9.0,28.550000000000008,27.757142857142888,26.850000000000023,0.6714285714285715,2.7,0.3275833,0.3833333,0.3759167,0.4102667
2002-01-15,2002,3,35.8,33.86,21.0,21.9,27.94,12.4,11.8,11.0,46.79,17.295714285714286,7.0,4.0,2.0,26.840000000000032,25.765714285714306,24.370000000000005,22.81,21.960000000000033,19.650000000000034,90.47,81.52714285714283,65.88,17.59,16.677142857142858,14.42,20.05000000000001,21.62142857142859,35.55000000000001,31.835714285714307,13.0,10.214285714285714,7.5,29.050000000000008,26.728571428571442,24.800000000000008,2.8442857142857143,7.1,0.2410857,0.1976429,0.14565,0.2780286
2002-01-22,2002,4,32.5,30.84,20.8,21.9,26.3,11.7,9.7,7.7,20.45,8.485714285714286,5.0,3.0,0.0,25.0,23.70857142857145,21.910000000000025,23.890000000000054,22.98714285714289,21.700000000000053,99.42,96.26714285714284,87.93,18.72,17.689999999999994,16.32,20.95000000000005,22.135714285714307,31.050000000000008,27.364285714285735,8.800000000000011,5.228571428571431,1.6999999999999886,26.649999999999977,24.750000000000032,21.800000000000068,6.160000000000001,11.9,0.1041286,0.1419143,0.1483286,0.1121857
2002-01-29,2002,5,34.0,31.475,20.8,21.857142857142854,26.625,12.0,9.725,6.9,3.15,0.6685714285714287,1.0,0.0,0.0,24.04000000000002,22.762857142857165,22.0,23.11000000000001,22.081428571428585,20.920000000000016,99.78,96.64142857142856,89.15,17.79,16.722857142857144,15.58,18.850000000000023,20.950000000000028,31.050000000000008,26.1357142857143,10.899999999999975,5.185714285714272,1.7999999999999543,25.600000000000023,23.542857142857162,22.350000000000023,9.994285714285713,27.6,0.1849167,0.1844286,0.1733286,0.16874289999999995
2002-02-05,2002,6,33.6,33.2,20.8,22.0,27.85,11.0,10.725,10.3,40.16,14.909999999999998,6.0,4.0,1.0,25.210000000000036,24.69714285714287,24.379999999999995,24.070000000000054,23.394285714285736,22.5,96.7,93.43857142857144,88.47,18.96,18.147142857142857,17.17,21.350000000000023,22.29285714285717,31.550000000000008,29.992857142857165,9.600000000000025,7.6999999999999975,5.600000000000024,27.200000000000053,26.14285714285717,24.650000000000034,4.757142857142859,13.3,0.29197140000000005,0.3732714,0.2241429,0.3051
2002-02-12,2002,7,33.5,31.933333333333334,21.0,22.316666666666666,27.02,12.5,9.78,8.0,12.75,5.351428571428571,6.0,1.0,0.0,25.24000000000001,24.5457142857143,23.910000000000025,24.160000000000025,22.97285714285717,21.550000000000008,99.18,92.05000000000004,83.0,19.01,17.687142857142856,16.21,20.75,22.007142857142867,32.350000000000016,29.735714285714305,11.600000000000026,7.72857142857144,2.5,26.550000000000008,25.871428571428584,24.200000000000053,7.0614285714285705,20.4,0.1288,0.1251714,0.1224333,0.09594286
2002-02-19,2002,8,32.2,31.5,20.5,21.814285714285717,26.7,10.0,9.6,9.0,19.13,11.448571428571427,6.0,4.0,0.0,24.970000000000034,23.91285714285717,22.420000000000016,24.600000000000023,23.36428571428575,22.27000000000004,99.43,97.15714285714284,93.07,19.57,18.125714285714285,16.96,21.350000000000023,22.135714285714307,31.850000000000023,27.950000000000035,9.899999999999975,5.814285714285722,2.1000000000000227,26.900000000000034,25.04285714285717,22.850000000000023,28.74285714285714,95.5,0.1162,0.2104143,0.17874289999999998,0.08991429
2002-02-26,2002,9,35.7,33.725,21.0,21.8,27.85,14.2,13.2,12.2,32.46,13.262857142857143,6.0,3.0,2.0,26.61000000000001,25.39000000000002,24.420000000000016,25.210000000000036,23.54857142857145,21.56,98.88,91.22142857142859,77.85,20.24,18.361428571428565,16.23,21.350000000000023,22.321428571428584,35.650000000000034,31.29285714285717,14.100000000000026,8.97142857142858,3.6000000000000227,28.600000000000023,26.80714285714288,24.850000000000023,22.87142857142857,97.9,0.3183667,0.2973833,0.2556,0.266
2002-03-05,2002,10,34.5,32.724999999999994,21.6,21.725,26.95,10.6,10.45,10.3,24.13,5.994285714285714,4.0,1.0,0.0,26.56,25.20857142857145,23.850000000000023,23.68000000000001,23.088571428571445,21.73000000000001,99.03,89.77857142857144,78.65,18.43,17.795714285714286,16.36,20.650000000000034,22.29285714285717,36.05000000000001,31.707142857142877,14.300000000000011,9.414285714285713,3.0,28.899999999999977,27.000000000000025,23.950000000000053,6.700000000000001,20.1,0.2483857,0.29923330000000004,0.1795,0.2698143
2002-03-12,2002,11,33.3,32.825,20.6,21.233333333333334,26.95,12.7,11.775,10.5,18.21,8.74,7.0,3.0,0.0,25.320000000000054,24.80142857142859,24.379999999999995,24.27000000000004,23.660000000000014,22.73000000000001,98.7,94.1657142857143,90.48,19.2,18.442857142857143,17.37,20.95000000000005,22.407142857142887,32.650000000000034,29.77857142857145,11.699999999999989,7.3714285714285674,4.0,26.80000000000007,26.09285714285716,25.150000000000034,13.2,41.4,0.2265857,0.2435143,0.2483333,0.2302
2002-03-19,2002,12,32.3,31.6,20.7,20.84,26.1,11.0,10.3,9.6,36.12,15.774285714285714,7.0,6.0,1.0,23.720000000000034,23.257142857142888,22.27000000000004,23.61000000000001,22.958571428571453,22.150000000000034,99.68,98.45714285714287,96.18,18.4,17.680000000000003,16.82,20.75,21.86428571428573,30.450000000000053,26.26428571428575,8.900000000000034,4.400000000000018,1.5,26.0,24.06428571428573,22.600000000000023,18.271428571428565,45.6,0.2127857,0.2284571,0.27455,0.1987
2002-03-26,2002,13,32.5,32.43333333333333,20.2,21.58,27.3,10.5,10.4,10.3,43.25,13.430000000000005,7.0,3.0,1.0,24.710000000000036,24.02428571428575,23.530000000000033,24.300000000000008,23.59142857142859,22.5,99.6,97.77571428571429,92.88,19.17,18.395714285714284,17.22,21.350000000000023,21.821428571428594,30.75,28.007142857142874,9.399999999999975,6.185714285714271,3.2999999999999545,26.050000000000008,24.914285714285732,23.550000000000008,17.47142857142857,64.3,0.19708,0.2763286,0.29622859999999995,0.1805
2002-04-02,2002,14,31.4,29.1,20.8,21.200000000000006,26.3,9.4,9.4,9.4,17.18,10.854285714285712,7.0,4.0,0.0,24.81,23.71285714285716,21.970000000000027,24.25,23.201428571428586,21.850000000000023,99.22,97.24428571428572,92.88,19.12,17.930000000000003,16.42,20.95000000000005,21.97857142857145,30.150000000000034,27.1214285714286,8.600000000000023,5.142857142857151,2.1999999999999886,26.399999999999977,24.55000000000004,22.050000000000068,26.82857142857143,86.0,0.2698286,0.2662857,0.1968143,0.2025857
2002-04-09,2002,15,34.6,33.23333333333334,20.3,21.1,27.2,13.0,13.0,13.0,54.94,15.641428571428573,6.0,3.0,1.0,25.070000000000054,24.614285714285735,23.830000000000037,24.570000000000054,23.160000000000025,21.56,98.88,92.61571428571428,84.25,19.53,17.93571428571429,16.18,21.25,22.407142857142876,31.850000000000023,29.135714285714307,10.600000000000025,6.728571428571433,4.099999999999966,26.75,25.771428571428594,24.700000000000053,7.114285714285715,16.5,0.26935,0.1949429,0.2121571,0.1889286
2002-04-16,2002,16,33.3,32.525,21.7,21.9,27.266666666666666,11.2,10.699999999999998,10.1,32.01,6.512857142857143,4.0,1.0,1.0,25.76000000000005,24.43428571428575,23.76000000000005,24.120000000000005,23.48142857142858,22.74000000000001,99.3,95.25142857142856,89.07,18.93,18.222857142857144,17.39,20.75,22.007142857142874,32.05000000000001,29.321428571428594,10.700000000000044,7.314285714285722,2.0,27.649999999999977,25.664285714285736,24.05000000000007,13.728571428571426,26.4,0.2678429,0.2669286,0.2614143,0.2485
2002-04-23,2002,17,33.5,32.724999999999994,21.2,21.5,27.383333333333333,11.8,11.112499999999999,10.45,32.66,8.578571428571427,7.0,2.0,1.0,25.18000000000001,24.258571428571447,23.29000000000002,23.900000000000034,23.07285714285716,22.300000000000008,99.12,93.84571428571431,89.38,18.81,17.807142857142857,17.05,19.650000000000034,21.650000000000013,30.650000000000034,29.150000000000034,10.399999999999975,7.500000000000008,4.300000000000011,26.25,25.40000000000001,24.0,7.514285714285713,18.4,0.1703571,0.2570714,0.1418286,0.1977286
2002-04-30,2002,18,34.0,33.25,21.3,21.78,27.5,12.4,11.525,10.8,24.5,14.471428571428573,7.0,5.0,0.0,24.970000000000034,24.205714285714308,22.93000000000001,23.910000000000025,23.294285714285735,22.150000000000034,98.65,95.22,90.8,18.76,18.02428571428572,16.89,19.850000000000023,21.264285714285734,31.25,29.30714285714287,10.0,8.042857142857137,5.199999999999988,26.300000000000008,25.285714285714306,24.450000000000053,9.55,24.55,0.2272571,0.2101143,0.17824289999999998,0.1773857
