week_start_date,season,month,season_week,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,total_cases,8_wk_rolling_mean,13_wk_rolling_mean
2006-09-17,2006/2007,Sep,12,0,0,2,0,1,3,3.125,3.5384615384615383
2006-09-24,2006/2007,Sep,13,0,0,1,0,1,2,3.75,3.8461538461538463
2006-10-01,2006/2007,Oct,14,0,0,4,0,2,6,3.75,3.8461538461538463
2006-10-08,2006/2007,Oct,15,0,0,1,0,1,2,4.5,4.6923076923076925
2006-10-15,2006/2007,Oct,16,0,0,5,0,2,7,4.5,5.153846153846154
2006-10-22,2006/2007,Oct,17,0,0,4,0,0,4,4.375,5.538461538461538
2006-10-29,2006/2007,Oct,18,0,0,3,0,3,6,5.75,5.230769230769231
2006-11-05,2006/2007,Nov,19,0,0,4,0,2,6,6.25,5.0
2006-11-12,2006/2007,Nov,20,0,0,1,0,1,2,6.625,4.923076923076923
2006-11-19,2006/2007,Nov,21,0,0,11,0,2,13,6.0,4.461538461538462
2006-11-26,2006/2007,Nov,22,0,0,8,0,2,10,5.5,5.384615384615385
2006-12-03,2006/2007,Dec,23,0,0,4,0,1,5,4.875,5.3076923076923075
2006-12-10,2006/2007,Dec,24,0,0,1,0,1,2,4.125,5.769230769230769
2006-12-17,2006/2007,Dec,25,0,0,0,0,0,0,5.625,5.6923076923076925
2006-12-24,2006/2007,Dec,26,0,0,0,0,1,1,4.75,6.153846153846154
2007-01-01,2006/2007,Jan,27,0,0,0,0,0,0,4.75,6.6923076923076925
2007-01-08,2006/2007,Jan,28,0,0,11,0,3,14,4.75,6.076923076923077
2007-01-15,2006/2007,Jan,29,0,0,5,0,1,6,6.0,6.153846153846154
2007-01-22,2006/2007,Jan,30,0,0,9,0,1,10,7.125,5.923076923076923
2007-01-29,2006/2007,Jan,31,0,0,4,0,1,5,7.625,6.230769230769231
2007-02-05,2006/2007,Feb,32,0,0,11,0,1,12,9.0,6.769230769230769
2007-02-12,2006/2007,Feb,33,0,0,8,0,1,9,7.5,7.153846153846154
2007-02-19,2006/2007,Feb,34,0,0,4,0,1,5,7.5,7.538461538461538
2007-02-26,2006/2007,Feb,35,0,0,9,0,2,11,7.125,7.153846153846154
2007-03-05,2006/2007,Mar,36,0,0,1,0,1,2,7.25,7.076923076923077
2007-03-12,2006/2007,Mar,37,0,0,6,0,0,6,6.375,6.923076923076923
2007-03-19,2006/2007,Mar,38,0,0,5,0,2,7,6.375,6.769230769230769
2007-03-26,2006/2007,Mar,39,0,0,5,0,1,6,6.375,6.153846153846154
2007-04-02,2006/2007,Apr,40,0,0,3,0,2,5,6.0,6.3076923076923075
2007-04-09,2006/2007,Apr,41,0,0,4,0,5,9,6.125,6.3076923076923075
2007-04-16,2006/2007,Apr,42,0,0,4,0,1,5,5.875,6.076923076923077
2007-04-23,2006/2007,Apr,43,0,0,5,0,3,8,6.375,6.230769230769231
2007-04-30,2006/2007,Apr,44,0,0,2,0,1,3,6.25,6.0
2007-05-07,2006/2007,May,45,0,0,3,0,1,4,6.625,5.538461538461538
2007-05-14,2006/2007,May,46,0,0,4,0,7,11,6.0,5.230769230769231
2007-05-21,2006/2007,May,47,0,0,4,0,1,5,5.75,5.076923076923077
2007-05-28,2006/2007,May,48,0,0,6,0,2,8,4.875,4.6923076923076925
2007-06-04,2006/2007,Jun,49,0,0,3,0,1,4,4.75,4.384615384615385
2007-06-11,2006/2007,Jun,50,0,0,2,0,1,3,4.625,4.384615384615385
2007-06-18,2006/2007,Jun,51,0,0,0,0,1,1,3.75,4.538461538461538
2007-06-25,2006/2007,Jun,52,0,0,2,0,0,2,3.25,4.461538461538462
2007-07-02,2007/2008,Jul,1,0,0,1,0,2,3,3.25,3.769230769230769
2007-07-09,2007/2008,Jul,2,0,0,3,0,1,4,3.375,3.923076923076923
2007-07-16,2007/2008,Jul,3,0,0,0,0,1,1,3.375,3.3846153846153846
2007-07-23,2007/2008,Jul,4,0,0,5,0,3,8,3.5,3.5384615384615383
2007-07-30,2007/2008,Jul,5,0,0,3,0,2,5,4.125,3.8461538461538463
2007-08-06,2007/2008,Aug,6,0,0,1,0,2,3,3.875,4.153846153846154
2007-08-13,2007/2008,Aug,7,0,0,1,0,1,2,4.125,4.153846153846154
2007-08-20,2007/2008,Aug,8,0,0,4,0,3,7,4.875,4.384615384615385
2007-08-27,2007/2008,Aug,9,0,0,0,0,1,1,4.5,4.923076923076923
2007-09-03,2007/2008,Sep,10,0,0,5,0,1,6,4.125,5.3076923076923075
2007-09-10,2007/2008,Sep,11,0,0,7,0,0,7,4.5,4.923076923076923
2007-09-17,2007/2008,Sep,12,0,0,5,0,0,5,5.625,5.384615384615385
2007-09-24,2007/2008,Sep,13,0,0,2,0,0,2,5.5,6.0
2007-10-01,2007/2008,Oct,14,0,0,5,0,1,6,5.75,6.230769230769231
2007-10-08,2007/2008,Oct,15,0,0,6,0,5,11,6.375,6.0
2007-10-15,2007/2008,Oct,16,0,0,5,0,1,6,6.875,6.615384615384615
2007-10-22,2007/2008,Oct,17,0,0,2,0,1,3,6.875,7.923076923076923
2007-10-29,2007/2008,Oct,18,0,0,11,0,0,11,7.125,9.538461538461538
2007-11-05,2007/2008,Nov,19,0,0,10,0,1,11,7.5,11.153846153846153
2007-11-12,2007/2008,Nov,20,0,0,4,0,1,5,9.0,11.538461538461538
2007-11-19,2007/2008,Nov,21,0,0,3,0,1,4,11.75,13.307692307692308
2007-11-26,2007/2008,Nov,22,0,0,8,0,1,9,14.625,16.923076923076923
2007-12-03,2007/2008,Dec,23,0,0,20,0,3,23,14.125,18.46153846153846
2007-12-10,2007/2008,Dec,24,0,0,26,0,2,28,16.375,21.153846153846153
2007-12-17,2007/2008,Dec,25,0,0,24,0,2,26,23.0,23.0
2007-12-24,2007/2008,Dec,26,0,0,6,0,1,7,25.75,25.0
2008-01-01,2007/2008,Jan,27,0,0,22,0,7,29,29.375,26.153846153846153
2008-01-08,2007/2008,Jan,28,0,0,46,0,12,58,30.875,28.076923076923077
2008-01-15,2007/2008,Jan,29,0,0,21,0,5,26,32.0,29.307692307692307
2008-01-22,2007/2008,Jan,30,0,0,32,0,6,38,31.25,29.307692307692307
2008-01-29,2007/2008,Jan,31,0,0,31,0,4,35,34.0,27.846153846153847
2008-02-05,2007/2008,Feb,32,0,0,34,0,3,37,33.5,26.076923076923077
2008-02-12,2007/2008,Feb,33,0,0,18,0,2,20,29.125,26.0
2008-02-19,2007/2008,Feb,34,0,0,25,1,3,29,27.0,24.23076923076923
2008-02-26,2007/2008,Feb,35,0,0,20,0,5,25,22.625,20.0
2008-03-04,2007/2008,Mar,36,0,0,18,1,4,23,19.0,18.076923076923077
2008-03-11,2007/2008,Mar,37,0,0,8,0,1,9,15.125,15.384615384615385
2008-03-18,2007/2008,Mar,38,0,0,2,0,1,3,13.0,12.76923076923077
2008-03-25,2007/2008,Mar,39,0,0,4,0,2,6,9.5,10.0
2008-04-01,2007/2008,Apr,40,0,0,5,0,1,6,6.75,8.461538461538462
2008-04-08,2007/2008,Apr,41,0,0,2,1,0,3,4.0,6.384615384615385
2008-04-15,2007/2008,Apr,42,0,0,0,0,1,1,3.0,4.538461538461538
2008-04-22,2007/2008,Apr,43,0,0,2,0,1,3,2.625,2.8461538461538463
2008-04-29,2007/2008,Apr,44,0,0,0,0,1,1,2.125,2.1538461538461537
2008-05-06,2007/2008,May,45,0,0,1,0,0,1,1.5,1.9230769230769231
2008-05-13,2007/2008,May,46,0,0,0,0,0,0,1.25,1.5384615384615385
2008-05-20,2007/2008,May,47,0,0,0,0,2,2,1.125,1.0769230769230769
2008-05-27,2007/2008,May,48,0,0,1,0,0,1,0.75,1.0769230769230769
2008-06-03,2007/2008,Jun,49,0,0,0,0,1,1,0.75,1.2307692307692308
2008-06-10,2007/2008,Jun,50,0,0,0,0,0,0,0.625,1.0769230769230769
2008-06-17,2007/2008,Jun,51,0,0,0,0,0,0,1.0,1.3846153846153846
2008-06-24,2007/2008,Jun,52,0,0,0,1,0,1,1.125,1.4615384615384615
2008-07-01,2008/2009,Jul,1,0,0,0,0,0,0,1.125,1.8461538461538463
2008-07-08,2008/2009,Jul,2,0,0,1,0,2,3,1.625,2.076923076923077
2008-07-15,2008/2009,Jul,3,0,0,0,1,2,3,1.875,2.3846153846153846
2008-07-22,2008/2009,Jul,4,0,0,0,0,1,1,2.5,3.0
2008-07-29,2008/2009,Jul,5,0,0,2,1,2,5,3.0,4.3076923076923075
2008-08-05,2008/2009,Aug,6,0,0,0,0,2,2,3.625,5.769230769230769
2008-08-12,2008/2009,Aug,7,0,0,1,2,2,5,4.375,7.615384615384615
2008-08-19,2008/2009,Aug,8,0,0,0,4,1,5,6.125,11.076923076923077
2008-08-26,2008/2009,Aug,9,0,0,1,2,2,5,8.375,13.461538461538462
2008-09-02,2008/2009,Sep,10,0,0,0,7,2,9,10.875,18.076923076923077
2008-09-09,2008/2009,Sep,11,0,0,3,11,3,17,16.25,21.384615384615383
2008-09-16,2008/2009,Sep,12,0,0,1,14,4,19,19.875,24.846153846153847
2008-09-23,2008/2009,Sep,13,0,0,4,15,6,25,27.125,27.384615384615383
2008-09-30,2008/2009,Sep,14,0,0,1,30,14,45,32.0,28.23076923076923
2008-10-07,2008/2009,Oct,15,0,0,1,23,10,34,37.125,29.076923076923077
2008-10-14,2008/2009,Oct,16,0,0,0,43,20,63,39.375,29.692307692307693
2008-10-21,2008/2009,Oct,17,0,0,2,37,5,44,39.0,29.692307692307693
2008-10-28,2008/2009,Oct,18,0,0,2,41,7,50,37.875,29.53846153846154
2008-11-04,2008/2009,Nov,19,0,0,0,23,12,35,33.875,28.384615384615383
2008-11-11,2008/2009,Nov,20,0,0,0,14,2,16,30.75,26.46153846153846
2008-11-18,2008/2009,Nov,21,0,0,0,13,3,16,24.75,23.076923076923077
2008-11-25,2008/2009,Nov,22,0,0,0,10,3,13,19.75,21.23076923076923
2008-12-02,2008/2009,Dec,23,0,0,0,4,5,9,13.5,17.23076923076923
2008-12-09,2008/2009,Dec,24,0,0,0,13,2,15,9.25,16.076923076923077
2008-12-16,2008/2009,Dec,25,0,0,0,3,1,4,8.5,14.923076923076923
2008-12-23,2008/2009,Dec,26,0,0,0,0,0,0,7.875,14.538461538461538
2009-01-01,2008/2009,Jan,27,0,0,0,1,0,1,9.875,14.846153846153847
2009-01-08,2008/2009,Jan,28,0,0,0,9,1,10,13.125,15.23076923076923
2009-01-15,2008/2009,Jan,29,0,0,0,10,1,11,15.0,15.153846153846153
2009-01-22,2008/2009,Jan,30,0,0,0,23,6,29,17.0,15.153846153846153
2009-01-29,2008/2009,Jan,31,0,0,0,30,5,35,19.625,14.846153846153847
2009-02-05,2008/2009,Feb,32,0,0,0,24,6,30,21.0,15.23076923076923
2009-02-12,2008/2009,Feb,33,0,0,0,18,2,20,20.875,15.615384615384615
2009-02-19,2008/2009,Feb,34,0,0,0,16,5,21,20.875,16.384615384615383
2009-02-26,2008/2009,Feb,35,0,0,0,9,3,12,18.375,15.846153846153847
2009-03-05,2008/2009,Mar,36,0,0,0,3,6,9,14.625,15.384615384615385
2009-03-12,2008/2009,Mar,37,0,0,0,8,3,11,12.25,13.538461538461538
2009-03-19,2008/2009,Mar,38,0,0,0,9,0,9,10.125,11.153846153846153
2009-03-26,2008/2009,Mar,39,0,0,0,4,1,5,8.125,9.153846153846153
2009-04-02,2008/2009,Apr,40,0,0,1,6,4,11,7.25,7.6923076923076925
2009-04-09,2008/2009,Apr,41,0,0,0,2,1,3,6.625,6.076923076923077
2009-04-16,2008/2009,Apr,42,0,0,1,4,0,5,5.75,5.3076923076923075
2009-04-23,2008/2009,Apr,43,0,0,0,3,2,5,4.75,4.846153846153846
2009-04-30,2008/2009,Apr,44,0,0,0,2,2,4,4.125,4.230769230769231
2009-05-07,2008/2009,May,45,0,0,0,4,0,4,3.0,3.923076923076923
2009-05-14,2008/2009,May,46,0,0,0,0,1,1,3.0,3.6923076923076925
2009-05-21,2008/2009,May,47,0,0,0,0,0,0,2.75,
2009-05-28,2008/2009,May,48,0,0,0,1,1,2,2.75,
2009-06-04,2008/2009,Jun,49,0,0,0,1,2,3,2.5,
2009-06-11,2008/2009,Jun,50,0,0,0,2,1,3,,
2009-06-18,2008/2009,Jun,51,0,0,0,3,2,5,,
2009-06-25,2008/2009,Jun,52,0,0,0,1,1,2,,
